TargetName	HUGOSymbol	TargetGroup	AnalyteType	CodeClass	ProbePool	MinCount	MaxCount	MedianCount	GeomeanCount	NumberOfProbesIncluded	NumberOfProbesTotal	GeneID
LONRF1	LONRF1	All Targets	RNA	Endogenous	01	1	270	24.5	23.78069789	1	1	91694
IFI44	IFI44	All Targets	RNA	Endogenous	01	1	240	17	15.07242124	1	1	10561
FXYD7	FXYD7	All Targets	RNA	Endogenous	01	1	377	48	44.31488596	1	1	53822
CLEC12B	CLEC12B	All Targets	RNA	Endogenous	01	1	292	22	20.1020579	1	1	387837
ZFYVE21	ZFYVE21	All Targets	RNA	Endogenous	01	1	358	31	28.90250682	1	1	79038
SLAMF7	SLAMF7	All Targets	RNA	Endogenous	01	1	107	9	8.772484484	1	1	57823
TTF1	TTF1	All Targets	RNA	Endogenous	01	1	262	26	23.5826747	1	1	7270
LEXM	LEXM	All Targets	RNA	Endogenous	01	1	181	15.5	13.92772381	1	1	163747
OTOP3	OTOP3	All Targets	RNA	Endogenous	01	1	292	19	18.13969178	1	1	347741
FBXO17	FBXO17	All Targets	RNA	Endogenous	01	1	79	7	6.809177563	1	1	115290
MANBAL	MANBAL	All Targets	RNA	Endogenous	01	1	376	32.5	30.91859812	1	1	63905
ARHGAP11A	ARHGAP11A	All Targets	RNA	Endogenous	01	1	134	13.5	12.22068935	1	1	9824
NOX4	NOX4	All Targets	RNA	Endogenous	01	1	239	16.5	14.40567596	1	1	50507
OR2AJ1	OR2AJ1	All Targets	RNA	Endogenous	01	1	350	21	20.20553926	1	1	127608
ELK4	ELK4	All Targets	RNA	Endogenous	01	1	172	19	18.99848151	1	1	2005
OR11H7	OR11H7	All Targets	RNA	Endogenous	01	1	340	21	18.7223471	1	1	390441
GABRR1	GABRR1	All Targets	RNA	Endogenous	01	1	381	24.5	22.72089023	1	1	2569
SLC52A3	SLC52A3	All Targets	RNA	Endogenous	01	1	186	15	14.23647106	1	1	113278
HEPHL1	HEPHL1	All Targets	RNA	Endogenous	01	1	345	19	17.8104995	1	1	341208
STK38L	STK38L	All Targets	RNA	Endogenous	01	1	363	30	29.98718115	1	1	23012
ATP9A	ATP9A	All Targets	RNA	Endogenous	01	1	436	49	46.16482425	1	1	10079
POC1A	POC1A	All Targets	RNA	Endogenous	01	1	267	19	17.07346392	1	1	25886
SGO1	SGO1	All Targets	RNA	Endogenous	01	1	325	22	19.3706651	1	1	151648
WDR17	WDR17	All Targets	RNA	Endogenous	01	1	195	22.5	19.87794307	1	1	116966
CCRL2	CCRL2	All Targets	RNA	Endogenous	01	1	255	19	17.7105457	1	1	9034
KIAA2013	KIAA2013	All Targets	RNA	Endogenous	01	1	415	34.5	33.03007609	1	1	90231
RNH1	RNH1	All Targets	RNA	Endogenous	01	1	408	34.5	34.43675415	1	1	6050
DAW1	DAW1	All Targets	RNA	Endogenous	01	1	331	22	21.19009531	1	1	164781
CDIN1	CDIN1	All Targets	RNA	Endogenous	01	1	208	16	15.33927238	1	1	84529
TREM2	TREM2	All Targets	RNA	Endogenous	01	1	198	17	16.29192286	1	1	54209
DTX3L	DTX3L	All Targets	RNA	Endogenous	01	1	266	20	18.79035171	1	1	151636
SIRT1	SIRT1	All Targets	RNA	Endogenous	01	1	296	25	24.2179335	1	1	23411
SP4	SP4	All Targets	RNA	Endogenous	01	1	296	24	21.55851022	1	1	6671
NUDT17	NUDT17	All Targets	RNA	Endogenous	01	1	227	16	15.11434731	1	1	200035
TNFRSF6B	"RTEL1-TNFRSF6B,TNFRSF6B"	All Targets	RNA	Endogenous	01	1	346	25	24.63693844	1	1	8771
CATSPER3	CATSPER3	All Targets	RNA	Endogenous	01	1	306	18	17.13430708	1	1	347732
GPR20	GPR20	All Targets	RNA	Endogenous	01	1	223	18.5	16.42596767	1	1	2843
ASB2	ASB2	All Targets	RNA	Endogenous	01	1	228	17	15.09920666	1	1	51676
ELOA2	ELOA2	All Targets	RNA	Endogenous	01	1	137	15	14.65146988	1	1	51224
THAP6	THAP6	All Targets	RNA	Endogenous	01	1	358	25.5	23.65519874	1	1	152815
TTC39C	TTC39C	All Targets	RNA	Endogenous	01	1	384	31	28.88752848	1	1	125488
UQCRQ	UQCRQ	All Targets	RNA	Endogenous	01	3	411	62	63.063358	1	1	27089
SPTY2D1	SPTY2D1	All Targets	RNA	Endogenous	01	1	116	12	10.88546833	1	1	144108
ATE1	ATE1	All Targets	RNA	Endogenous	01	1	368	34.5	33.36591194	1	1	11101
PRSS41	PRSS41	All Targets	RNA	Endogenous	01	1	295	20	17.42808041	1	1	360226
CACNA1E	CACNA1E	All Targets	RNA	Endogenous	01	1	313	38.5	34.23003093	1	1	777
CCL26	CCL26	All Targets	RNA	Endogenous	01	1	204	13	11.80187314	1	1	10344
AMN1	AMN1	All Targets	RNA	Endogenous	01	1	295	28.5	26.59979971	1	1	196394
CSMD1	CSMD1	All Targets	RNA	Endogenous	01	1	259	24	22.33258142	1	1	64478
SCGB3A1	SCGB3A1	All Targets	RNA	Endogenous	01	1	229	15.5	15.4146976	1	1	92304
DBF4	DBF4	All Targets	RNA	Endogenous	01	1	262	19	17.88194716	1	1	10926
DCLK3	DCLK3	All Targets	RNA	Endogenous	01	1	310	23.5	21.49558548	1	1	85443
PHACTR3	PHACTR3	All Targets	RNA	Endogenous	01	1	217	24.5	25.26042866	1	1	116154
CCDC66	CCDC66	All Targets	RNA	Endogenous	01	1	367	29	28.37273505	1	1	285331
MTREX	MTREX	All Targets	RNA	Endogenous	01	1	132	17.5	14.95412921	1	1	23517
SLC10A5	SLC10A5	All Targets	RNA	Endogenous	01	1	243	18	17.00082986	1	1	347051
PES1	PES1	All Targets	RNA	Endogenous	01	1	275	27	25.35311739	1	1	23481
FAHD2B	"FAHD2B,FAHD2A"	All Targets	RNA	Endogenous	01	1	265	29	27.3706511	1	1	151313
NDUFS4	NDUFS4	All Targets	RNA	Endogenous	01	1	372	36.5	35.02224308	1	1	4724
LEFTY2	LEFTY2	All Targets	RNA	Endogenous	01	1	247	19	17.80243346	1	1	7044
NLGN4Y	NLGN4Y	All Targets	RNA	Endogenous	01	1	327	35.5	34.29320339	1	1	22829
ELMOD3	ELMOD3	All Targets	RNA	Endogenous	01	1	355	24.5	23.09657799	1	1	84173
PTCD2	PTCD2	All Targets	RNA	Endogenous	01	1	232	19.5	18.43158426	1	1	79810
SEPTIN6	SEPTIN6	All Targets	RNA	Endogenous	01	1	338	27.5	28.13753234	1	1	23157
TCP10L2	TCP10L2	All Targets	RNA	Endogenous	01	1	333	23	20.5672088	1	1	401285
KLHDC9	KLHDC9	All Targets	RNA	Endogenous	01	1	292	27	24.89381234	1	1	126823
MYO10	MYO10	All Targets	RNA	Endogenous	01	1	316	22.5	21.78118131	1	1	4651
OR2B3	OR2B3	All Targets	RNA	Endogenous	01	1	280	17	16.02341155	1	1	442184
PLK1	PLK1	All Targets	RNA	Endogenous	01	1	125	15	13.66950576	1	1	5347
ALCAM	ALCAM	All Targets	RNA	Endogenous	01	1	462	37.5	36.77780126	1	1	214
SPOP	SPOP	All Targets	RNA	Endogenous	01	1	277	32	28.39857961	1	1	8405
DNAL4	DNAL4	All Targets	RNA	Endogenous	01	1	263	31	27.47432424	1	1	10126
KRBOX1	KRBOX1	All Targets	RNA	Endogenous	01	1	219	17	16.72035519	1	1	100506243
SULT1A2	"SULT1A1,SULT1A2"	All Targets	RNA	Endogenous	01	1	315	27	25.91525836	1	1	6799
PPARGC1B	PPARGC1B	All Targets	RNA	Endogenous	01	1	377	25	23.2560193	1	1	133522
EGFL6	EGFL6	All Targets	RNA	Endogenous	01	1	330	20.5	19.9728481	1	1	25975
FAM151A	FAM151A	All Targets	RNA	Endogenous	01	1	266	18.5	16.40979483	1	1	338094
TPI1	TPI1	All Targets	RNA	Endogenous	01	4	1176	136	124.369608	1	1	7167
CUTC	CUTC	All Targets	RNA	Endogenous	01	1	273	22	20.47321273	1	1	51076
SMIM34A	SMIM34A	All Targets	RNA	Endogenous	01	1	134	13	11.71682432	1	1	388820
NCKAP5	NCKAP5	All Targets	RNA	Endogenous	01	1	272	19.5	18.23930635	1	1	344148
DEFB108B	DEFB108B	All Targets	RNA	Endogenous	01	1	279	22	19.77413588	1	1	245911
SKI	SKI	All Targets	RNA	Endogenous	01	2	367	45	41.84902362	1	1	6497
IL36A	IL36A	All Targets	RNA	Endogenous	01	1	296	21	19.5544673	1	1	27179
PTCD1	"ATP5MF-PTCD1,PTCD1"	All Targets	RNA	Endogenous	01	1	256	20	18.54212351	1	1	26024
C8orf44	C8orf44	All Targets	RNA	Endogenous	01	1	219	20	17.26518985	1	1	56260
OR1Q1	OR1Q1	All Targets	RNA	Endogenous	01	1	221	16	14.97343856	1	1	158131
C5orf46	C5orf46	All Targets	RNA	Endogenous	01	1	96	9	8.483236757	1	1	389336
ACSS2	ACSS2	All Targets	RNA	Endogenous	01	1	268	23	23.03589458	1	1	55902
ZNF410	ZNF410	All Targets	RNA	Endogenous	01	1	276	22	20.92691345	1	1	57862
RAB11A	RAB11A	All Targets	RNA	Endogenous	01	1	403	55.5	52.75303276	1	1	8766
RECK	RECK	All Targets	RNA	Endogenous	01	1	370	27	25.28015394	1	1	8434
TMEM222	TMEM222	All Targets	RNA	Endogenous	01	1	217	19	16.96821232	1	1	84065
ITGA4	ITGA4	All Targets	RNA	Endogenous	01	1	316	22	20.00736439	1	1	3676
SLC25A38	SLC25A38	All Targets	RNA	Endogenous	01	1	278	27	24.00600231	1	1	54977
WNT10A	WNT10A	All Targets	RNA	Endogenous	01	1	290	30	25.77034397	1	1	80326
GATA1	GATA1	All Targets	RNA	Endogenous	01	1	122	11	10.3808631	1	1	2623
CFAP126	CFAP126	All Targets	RNA	Endogenous	01	1	248	23	20.4317346	1	1	257177
PLAUR	PLAUR	All Targets	RNA	Endogenous	01	1	147	10	9.464788691	1	1	5329
RTN4RL2	RTN4RL2	All Targets	RNA	Endogenous	01	1	325	38	32.83457165	1	1	349667
RPL31	"RPL31P11,RPL31"	All Targets	RNA	Endogenous	01	10	1213	128.5	139.3136811	1	1	6160
UGGT2	UGGT2	All Targets	RNA	Endogenous	01	1	167	12	12.20667182	1	1	55757
RNASE1	RNASE1	All Targets	RNA	Endogenous	01	1	663	27.5	31.94162979	1	1	6035
ASMTL	ASMTL	All Targets	RNA	Endogenous	01	1	237	28	23.92176232	1	1	8623
USP50	USP50	All Targets	RNA	Endogenous	01	1	391	21	19.03355551	1	1	373509
NME1	NME1	All Targets	RNA	Endogenous	01	1	355	35.5	33.37710774	1	1	4830
EPHA8	EPHA8	All Targets	RNA	Endogenous	01	1	279	20	18.63406252	1	1	2046
SLC66A2	SLC66A2	All Targets	RNA	Endogenous	01	1	270	30.5	28.30935271	1	1	80148
CIBAR1	CIBAR1	All Targets	RNA	Endogenous	01	1	175	22	21.25295639	1	1	137392
ATXN3	ATXN3	All Targets	RNA	Endogenous	01	1	275	27	25.04915178	1	1	4287
RDH14	"RDH14,NT5C1B-RDH14"	All Targets	RNA	Endogenous	01	1	356	29	27.73024111	1	1	57665
ZNF486	ZNF486	All Targets	RNA	Endogenous	01	1	318	19	18.17578412	1	1	90649
IMPACT	IMPACT	All Targets	RNA	Endogenous	01	1	321	25.5	24.41927112	1	1	55364
USP20	USP20	All Targets	RNA	Endogenous	01	1	250	26	24.18049689	1	1	10868
FGF23	FGF23	All Targets	RNA	Endogenous	01	1	247	17.5	15.73372012	1	1	8074
SPIC	SPIC	All Targets	RNA	Endogenous	01	1	285	19	18.02766527	1	1	121599
TDP2	TDP2	All Targets	RNA	Endogenous	01	1	314	29.5	28.5785041	1	1	51567
BCL2L12	BCL2L12	All Targets	RNA	Endogenous	01	1	290	20	18.14618937	1	1	83596
KRR1	KRR1	All Targets	RNA	Endogenous	01	1	257	27.5	24.47510718	1	1	11103
RAPSN	RAPSN	All Targets	RNA	Endogenous	01	1	208	17	16.60281487	1	1	5913
TAF9	TAF9	All Targets	RNA	Endogenous	01	1	316	23.5	23.27577994	1	1	6880
TFAP2E	TFAP2E	All Targets	RNA	Endogenous	01	1	299	22	21.8097237	1	1	339488
MCCC1	MCCC1	All Targets	RNA	Endogenous	01	1	408	30.5	29.14729016	1	1	56922
DLD	DLD	All Targets	RNA	Endogenous	01	1	432	41	39.36943236	1	1	1738
NR5A1	NR5A1	All Targets	RNA	Endogenous	01	1	317	18	16.25355715	1	1	2516
ZNF672	ZNF672	All Targets	RNA	Endogenous	01	1	107	11	10.37146901	1	1	79894
PAMR1	PAMR1	All Targets	RNA	Endogenous	01	1	391	27	25.34131679	1	1	25891
MRPL19	MRPL19	All Targets	RNA	Endogenous	01	1	212	18.5	17.28425079	1	1	9801
LYNX1	LYNX1	All Targets	RNA	Endogenous	01	2	339	48.5	47.43242571	1	1	66004
KCNA2	KCNA2	All Targets	RNA	Endogenous	01	1	292	31.5	30.43053913	1	1	3737
PABIR1	PABIR1	All Targets	RNA	Endogenous	01	1	615	36.5	34.74505395	1	1	116224
CEP112	CEP112	All Targets	RNA	Endogenous	01	1	291	22	19.239323	1	1	201134
MFSD8	MFSD8	All Targets	RNA	Endogenous	01	1	262	22	20.24206131	1	1	256471
BROX	BROX	All Targets	RNA	Endogenous	01	1	352	30.5	27.82974995	1	1	148362
MEST	MEST	All Targets	RNA	Endogenous	01	1	316	41	39.57694462	1	1	4232
EFHD1	EFHD1	All Targets	RNA	Endogenous	01	1	435	29.5	28.93167623	1	1	80303
ABCC3	ABCC3	All Targets	RNA	Endogenous	01	1	314	22	20.19300891	1	1	8714
ZKSCAN7	ZKSCAN7	All Targets	RNA	Endogenous	01	1	241	18	17.27399528	1	1	55888
MYO7B	MYO7B	All Targets	RNA	Endogenous	01	1	300	20	17.77428503	1	1	4648
FEV	FEV	All Targets	RNA	Endogenous	01	1	320	22	20.02770726	1	1	54738
OR9G4	OR9G4	All Targets	RNA	Endogenous	01	1	155	16	14.03799982	1	1	283189
ARSL	ARSL	All Targets	RNA	Endogenous	01	1	153	12.5	12.2929783	1	1	415
RPL7A	RPL7A	All Targets	RNA	Endogenous	01	5	817	109.5	112.1679677	1	1	6130
TNFAIP3	TNFAIP3	All Targets	RNA	Endogenous	01	1	286	18	17.95987531	1	1	7128
ZDHHC13	ZDHHC13	All Targets	RNA	Endogenous	01	1	181	15	15.09424082	1	1	54503
CBX6	CBX6	All Targets	RNA	Endogenous	01	1	572	63	60.85417159	1	1	23466
CAMKV	CAMKV	All Targets	RNA	Endogenous	01	1	833	90	72.58394553	1	1	79012
SETD9	SETD9	All Targets	RNA	Endogenous	01	1	139	13	12.71782506	1	1	133383
ZDHHC3	ZDHHC3	All Targets	RNA	Endogenous	01	1	383	32	27.70006034	1	1	51304
SLC32A1	SLC32A1	All Targets	RNA	Endogenous	01	1	254	19	17.35415487	1	1	140679
PSD3	PSD3	All Targets	RNA	Endogenous	01	1	318	39	36.0223494	1	1	23362
PIK3CD	PIK3CD	All Targets	RNA	Endogenous	01	1	289	22	22.50351234	1	1	5293
MIER3	MIER3	All Targets	RNA	Endogenous	01	1	286	24	21.39999324	1	1	166968
TSPYL4	TSPYL4	All Targets	RNA	Endogenous	01	1	621	78	70.22536196	1	1	23270
CNPY2	CNPY2	All Targets	RNA	Endogenous	01	1	395	48.5	42.987808	1	1	10330
TAS2R13	TAS2R13	All Targets	RNA	Endogenous	01	1	370	24	21.80681381	1	1	50838
FYN	FYN	All Targets	RNA	Endogenous	01	1	421	49.5	46.42004141	1	1	2534
CYP4B1	CYP4B1	All Targets	RNA	Endogenous	01	1	371	24	21.9123835	1	1	1580
ATP13A4	ATP13A4	All Targets	RNA	Endogenous	01	1	241	18	19.5755669	1	1	84239
PRRT3	PRRT3	All Targets	RNA	Endogenous	01	1	293	29	27.25977214	1	1	285368
ZNF596	ZNF596	All Targets	RNA	Endogenous	01	1	343	23	22.17550335	1	1	169270
MDFIC	MDFIC	All Targets	RNA	Endogenous	01	1	382	25	23.27589894	1	1	29969
EML6	EML6	All Targets	RNA	Endogenous	01	1	405	28	27.7149228	1	1	400954
BMT2	BMT2	All Targets	RNA	Endogenous	01	1	150	17	16.28773821	1	1	154743
STK32B	STK32B	All Targets	RNA	Endogenous	01	1	371	23	21.64968065	1	1	55351
COL4A2	COL4A2	All Targets	RNA	Endogenous	01	1	297	18.5	15.67839524	1	1	1284
CCDC28B	CCDC28B	All Targets	RNA	Endogenous	01	1	89	11	10.32969838	1	1	79140
ZNF211	ZNF211	All Targets	RNA	Endogenous	01	1	326	26.5	24.10927627	1	1	10520
LRRC1	LRRC1	All Targets	RNA	Endogenous	01	1	287	19	18.51198637	1	1	55227
ZNF549	ZNF549	All Targets	RNA	Endogenous	01	1	313	25	23.95939118	1	1	256051
NSF	NSF	All Targets	RNA	Endogenous	01	2	1543	78.5	71.73773845	1	1	4905
SPHK2	SPHK2	All Targets	RNA	Endogenous	01	1	279	22	20.95561203	1	1	56848
CCL19	CCL19	All Targets	RNA	Endogenous	01	1	290	21	17.73943912	1	1	6363
ALDH6A1	ALDH6A1	All Targets	RNA	Endogenous	01	2	308	29.5	29.38528108	1	1	4329
AVPI1	AVPI1	All Targets	RNA	Endogenous	01	1	338	24	22.45943657	1	1	60370
HTR5A	HTR5A	All Targets	RNA	Endogenous	01	1	290	22	20.96716277	1	1	3361
AP3B1	AP3B1	All Targets	RNA	Endogenous	01	1	363	26	25.82182908	1	1	8546
TANC1	TANC1	All Targets	RNA	Endogenous	01	1	385	29.5	25.38985595	1	1	85461
NAA10	NAA10	All Targets	RNA	Endogenous	01	1	417	33	32.43234408	1	1	8260
RCL1	RCL1	All Targets	RNA	Endogenous	01	1	259	20	19.21284659	1	1	10171
SELENOM	SELENOM	All Targets	RNA	Endogenous	01	1	356	33	31.40009519	1	1	140606
BRD3	BRD3	All Targets	RNA	Endogenous	01	1	310	27.5	26.39536883	1	1	8019
METTL4	METTL4	All Targets	RNA	Endogenous	01	1	331	22.5	21.30678967	1	1	64863
ZNF160	ZNF160	All Targets	RNA	Endogenous	01	1	286	24	23.38649412	1	1	90338
PLEKHM2	PLEKHM2	All Targets	RNA	Endogenous	01	1	282	36	36.63760357	1	1	23207
ATL2	ATL2	All Targets	RNA	Endogenous	01	1	353	35.5	32.17069931	1	1	64225
KCNMB4	KCNMB4	All Targets	RNA	Endogenous	01	1	184	25.5	23.49542228	1	1	27345
MPP2	MPP2	All Targets	RNA	Endogenous	01	1	217	24	22.36009959	1	1	4355
ACACA	ACACA	All Targets	RNA	Endogenous	01	1	154	11.5	10.82871547	1	1	31
SLITRK6	SLITRK6	All Targets	RNA	Endogenous	01	1	277	19	18.18211183	1	1	84189
NDUFA7	NDUFA7	All Targets	RNA	Endogenous	01	1	227	28.5	26.2937755	1	1	4701
OR4D1	OR4D1	All Targets	RNA	Endogenous	01	1	144	12	11.16753541	1	1	26689
PPIAL4A	"PPIAL4A,PPIAL4H,PPIAL4C,PPIAL4G"	All Targets	RNA	Endogenous	01	1	538	54	46.77580999	1	1	653505
NUP93	NUP93	All Targets	RNA	Endogenous	01	1	272	27	25.56747124	1	1	9688
SMDT1	SMDT1	All Targets	RNA	Endogenous	01	1	548	50	48.86460606	1	1	91689
POMT1	POMT1	All Targets	RNA	Endogenous	01	1	222	24	21.54594143	1	1	10585
SUMF2	SUMF2	All Targets	RNA	Endogenous	01	1	339	35	30.67152554	1	1	25870
TM9SF3	TM9SF3	All Targets	RNA	Endogenous	01	1	341	43	40.96098323	1	1	56889
CARF	CARF	All Targets	RNA	Endogenous	01	1	113	12	11.08877773	1	1	79800
HHIP	HHIP	All Targets	RNA	Endogenous	01	1	299	23	22.71732135	1	1	64399
ARFRP1	ARFRP1	All Targets	RNA	Endogenous	01	1	320	32	28.90107381	1	1	10139
CTSW	CTSW	All Targets	RNA	Endogenous	01	1	222	13	13.2441452	1	1	1521
TAS2R20	TAS2R20	All Targets	RNA	Endogenous	01	1	272	29	26.90782988	1	1	259295
EIF4EBP3	EIF4EBP3	All Targets	RNA	Endogenous	01	1	215	17	15.33252278	1	1	8637
RHBDL1	RHBDL1	All Targets	RNA	Endogenous	01	1	124	14.5	14.23196245	1	1	9028
TM9SF1	TM9SF1	All Targets	RNA	Endogenous	01	1	313	23	21.90476973	1	1	10548
PIK3C2B	PIK3C2B	All Targets	RNA	Endogenous	01	1	296	25	23.00336988	1	1	5287
OR4K3	OR4K3	All Targets	RNA	Endogenous	01	1	276	19	17.8046796	1	1	283617
FANCI	FANCI	All Targets	RNA	Endogenous	01	1	124	11.5	12.07430097	1	1	55215
MPC1L	MPC1L	All Targets	RNA	Endogenous	01	1	262	19	18.82538418	1	1	347411
PIN4	PIN4	All Targets	RNA	Endogenous	01	1	425	27	22.1493885	1	1	5303
GALNTL6	GALNTL6	All Targets	RNA	Endogenous	01	1	303	20	17.43271233	1	1	442117
KIF5A	KIF5A	All Targets	RNA	Endogenous	01	3	1071	74	82.48344096	1	1	3798
SF3A3	SF3A3	All Targets	RNA	Endogenous	01	1	145	20.5	18.91175766	1	1	10946
TAL2	TAL2	All Targets	RNA	Endogenous	01	1	269	16	15.42446467	1	1	6887
RBMY1J	"RBMY1J,RBMY1B,RBMY1F,RBMY1E,RBMY1D,RBMY1A1"	All Targets	RNA	Endogenous	01	1	255	19	17.2982235	1	1	378951
NPPC	NPPC	All Targets	RNA	Endogenous	01	1	315	23	20.47107239	1	1	4880
LRCH1	LRCH1	All Targets	RNA	Endogenous	01	1	323	24	23.18686897	1	1	23143
PSORS1C2	PSORS1C2	All Targets	RNA	Endogenous	01	1	283	17.5	15.35955262	1	1	170680
BIN2	BIN2	All Targets	RNA	Endogenous	01	1	278	19	16.20079374	1	1	51411
ACKR4	ACKR4	All Targets	RNA	Endogenous	01	1	99	9	8.729248531	1	1	51554
LRRC42	LRRC42	All Targets	RNA	Endogenous	01	1	220	20	18.62644739	1	1	115353
RBCK1	RBCK1	All Targets	RNA	Endogenous	01	1	297	30.5	29.48426745	1	1	10616
SLC7A13	SLC7A13	All Targets	RNA	Endogenous	01	1	304	20	19.59226253	1	1	157724
TIAL1	TIAL1	All Targets	RNA	Endogenous	01	2	330	40	37.67322884	1	1	7073
CD28	CD28	All Targets	RNA	Endogenous	01	1	333	23	22.4452001	1	1	940
FPR1	FPR1	All Targets	RNA	Endogenous	01	1	280	22.5	19.86332711	1	1	2357
CYRIA	CYRIA	All Targets	RNA	Endogenous	01	1	355	44	42.35638767	1	1	81553
KIAA0586	KIAA0586	All Targets	RNA	Endogenous	01	1	200	17.5	16.8015092	1	1	9786
PJA1	PJA1	All Targets	RNA	Endogenous	01	1	427	38	35.90463714	1	1	64219
MYO19	MYO19	All Targets	RNA	Endogenous	01	1	111	12	12.0333951	1	1	80179
PRPSAP2	PRPSAP2	All Targets	RNA	Endogenous	01	1	350	34.5	32.39500501	1	1	5636
FAM149A	FAM149A	All Targets	RNA	Endogenous	01	1	457	33.5	29.50439202	1	1	25854
ANKLE1	ANKLE1	All Targets	RNA	Endogenous	01	1	160	13	12.99611766	1	1	126549
LZIC	LZIC	All Targets	RNA	Endogenous	01	1	302	22	21.8281562	1	1	84328
UBQLN2	UBQLN2	All Targets	RNA	Endogenous	01	1	326	37.5	37.18416002	1	1	29978
TMEM169	TMEM169	All Targets	RNA	Endogenous	01	1	350	23.5	22.63725124	1	1	92691
OTUD7B	OTUD7B	All Targets	RNA	Endogenous	01	1	162	15.5	16.2631075	1	1	56957
AVPR1B	AVPR1B	All Targets	RNA	Endogenous	01	1	328	21	19.96973862	1	1	553
PRR16	PRR16	All Targets	RNA	Endogenous	01	1	254	18	17.89625031	1	1	51334
FLOT2	FLOT2	All Targets	RNA	Endogenous	01	1	379	37.5	38.19428231	1	1	2319
QSOX2	QSOX2	All Targets	RNA	Endogenous	01	1	160	14	14.21485412	1	1	169714
P4HTM	P4HTM	All Targets	RNA	Endogenous	01	1	406	49	45.861492	1	1	54681
PLCD4	PLCD4	All Targets	RNA	Endogenous	01	1	292	19	17.23065518	1	1	84812
SMCO2	SMCO2	All Targets	RNA	Endogenous	01	1	277	18	17.01764152	1	1	341346
SH3BGRL	SH3BGRL	All Targets	RNA	Endogenous	01	1	266	35	31.45006699	1	1	6451
OR10H1	OR10H1	All Targets	RNA	Endogenous	01	1	267	19	17.58734323	1	1	26539
SH2B1	SH2B1	All Targets	RNA	Endogenous	01	1	356	32	29.90338596	1	1	25970
DAND5	DAND5	All Targets	RNA	Endogenous	01	1	196	16	14.43916111	1	1	199699
IL1RL1	IL1RL1	All Targets	RNA	Endogenous	01	1	317	21	19.75446852	1	1	9173
ZNF776	ZNF776	All Targets	RNA	Endogenous	01	2	271	33	31.68340948	1	1	284309
SCP2	SCP2	All Targets	RNA	Endogenous	01	1	323	32	29.97350458	1	1	6342
CHAF1A	CHAF1A	All Targets	RNA	Endogenous	01	1	345	23	22.8906129	1	1	10036
SLC7A8	SLC7A8	All Targets	RNA	Endogenous	01	1	359	26	25.82779644	1	1	23428
ATXN10	ATXN10	All Targets	RNA	Endogenous	01	1	602	67	68.52222296	1	1	25814
FIBCD1	FIBCD1	All Targets	RNA	Endogenous	01	1	225	22	18.8182473	1	1	84929
KLF15	KLF15	All Targets	RNA	Endogenous	01	1	266	18.5	16.51450617	1	1	28999
HGF	HGF	All Targets	RNA	Endogenous	01	1	325	25.5	23.72909562	1	1	3082
RAB40C	RAB40C	All Targets	RNA	Endogenous	01	1	295	32.5	29.93949395	1	1	57799
SSTR1	SSTR1	All Targets	RNA	Endogenous	01	1	316	23	22.01073482	1	1	6751
PTBP3	PTBP3	All Targets	RNA	Endogenous	01	1	312	27.5	25.5338716	1	1	9991
GTF2F1	GTF2F1	All Targets	RNA	Endogenous	01	1	193	21	20.35403717	1	1	2962
ADIG	ADIG	All Targets	RNA	Endogenous	01	1	324	20	18.50451369	1	1	149685
DCUN1D1	DCUN1D1	All Targets	RNA	Endogenous	01	1	340	35	34.49357383	1	1	54165
SPATA5L1	SPATA5L1	All Targets	RNA	Endogenous	01	1	103	10	9.283428901	1	1	79029
MAZ	MAZ	All Targets	RNA	Endogenous	01	14	2233	310	259.7568264	1	1	4150
NGF	NGF	All Targets	RNA	Endogenous	01	1	209	14.5	14.71022252	1	1	4803
LANCL1	LANCL1	All Targets	RNA	Endogenous	01	2	429	44.5	45.77273607	1	1	10314
ZNF484	ZNF484	All Targets	RNA	Endogenous	01	1	323	23	21.81562559	1	1	83744
CAPN10	CAPN10	All Targets	RNA	Endogenous	01	1	307	20	20.03913208	1	1	11132
VSTM2B	VSTM2B	All Targets	RNA	Endogenous	01	1	246	25	23.47061722	1	1	342865
MFSD1	MFSD1	All Targets	RNA	Endogenous	01	1	364	27.5	25.14807952	1	1	64747
ZNRF2	ZNRF2	All Targets	RNA	Endogenous	01	1	305	24.5	25.82916422	1	1	223082
STX7	STX7	All Targets	RNA	Endogenous	01	1	387	42	42.88118892	1	1	8417
MAN1B1	MAN1B1	All Targets	RNA	Endogenous	01	1	234	24	23.38861923	1	1	11253
IFT172	IFT172	All Targets	RNA	Endogenous	01	1	307	23	22.09030233	1	1	26160
ATG2B	ATG2B	All Targets	RNA	Endogenous	01	1	274	29	28.11469576	1	1	55102
ATG3	ATG3	All Targets	RNA	Endogenous	01	1	416	33.5	34.58359562	1	1	64422
INSIG1	INSIG1	All Targets	RNA	Endogenous	01	1	292	27	26.06783168	1	1	3638
CWF19L1	CWF19L1	All Targets	RNA	Endogenous	01	1	350	25	26.335559	1	1	55280
ETNK1	ETNK1	All Targets	RNA	Endogenous	01	1	336	33.5	28.42981342	1	1	55500
ABHD1	ABHD1	All Targets	RNA	Endogenous	01	1	280	18	15.85072699	1	1	84696
ARHGAP15	ARHGAP15	All Targets	RNA	Endogenous	01	1	332	22	20.89907079	1	1	55843
